FMID,season,seasonOpenning,seasonClosing,seasonTime
1011899,"April - December","April "," December","Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;"
1003900,"January - December","January "," December","Sat: 8:00 AM-3:00 PM;"
1018535,"June - September","June "," September","Wed: 7:30 AM-1:00 PM;Sat: 7:30 AM-1:00 PM;"
1003260,"March - October","March ",October,"Sat: 9:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;"
1010596,"June - August","June "," August","Fri: 4:00 PM-8:00 PM;"
1018299,"January - December","January "," December","Sun: 10:00 AM-2:00 PM;"
1000237,"May - October","May ",October,"Tue: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;"
1012325,"April - December","April "," December","Sat: 10:00 AM-2:00 PM;"
1010619,"March - November","March ",November,"Tue: 4:30 PM-7:00 PM;"
1011921,"January - December","January "," December","Fri: 7:00 AM-11:00 AM;"
1011112,"January - December","January "," December","Sat: 8:00 AM-12:00 PM;"
1006051,"June - September","June "," September","Wed:3:00 PM - 7:30 PM;"
1003831,"January - December","January "," December","Sat: 8:30 AM-12:00 PM;"
1012711,"July - October","July ",October,"Sat: 8:00 AM-12:00 PM;"
1018442,"November - March","November "," March","Sat: 9:00 AM-12:30 PM;"
1018597,"June - September","June "," September","Sun: 9:00 AM-12:00 PM;"
1018598,"May - October","May ",October,"Thu: 3:00 PM-7:00 PM;"
1019078,"May - October","May ",October,"Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-2:00 PM;"
1019080,"November - May","November "," May","Sat: 10:00 AM-2:00 PM;"
1019182,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1016787,"May - August","May "," August","Sat: 8:00 AM-12:00 PM;"
1011207,"June - October","June ",October,"Sat: 10:00 AM-2:00 PM;"
1005712,"May - October","May ",October,"Tue: 3:00 PM-7:00 PM;"
1012655,"November - May","November "," May","Sat: 9:00 AM-1:00 PM;"
1008747,"May - October","May ",October,"Thu: 3:00 PM-7:00 PM;"
1004462,"May - November","May ",November,"Wed:9:00 AM - 1:00 PM;Sat:9:00 AM - 1:00 PM;"
1005056,"May - July","May "," July","Wed:4:00 PM - 7:00 PM;Sat:8:00 AM - 11:00 AM;"
1012247,"May - ","May "," ","Fri: 2:00 PM-6:00 PM;"
1005831,"June - October","June ",October,"Wed:3:00 PM - 7:00 PM;"
1019513,"January - December","January "," December","Sat: 9:00 AM-1:00 PM;"
1012604,"May - October","May ",October,"Sun: 8:00 AM-12:00 PM;"
1018856,"November - May","November "," May","Fri: 11:00 AM-4:00 PM;"
1004344,"May - October","May ",October,"Sun: 8:00 AM-1:00 PM;"
1005718,"July - October","July ",October,"Mon:3:00 PM - 7:00 PM;"
1011013,"May - October","May ",October,"Sat: 8:30 AM-12:00 PM;"
1011315,"June - September","June "," September","Sat: 8:00 AM-12:00 PM;"
1000815,"June - October","June ",October,"Thu:3:00 PM - 6:00 PM;"
1019054,"November - May","November "," May","Wed: 5:00 AM-7:00 PM;"
1012297,"June - August","June "," August","Mon: 4:00 PM-7:00 PM;"
1018286,"June - October","June ",October,"Sat: 10:00 AM-2:00 PM;"
1012467,"June - October","June ",October,"Sun: 8:00 AM-12:30 PM;"
1018155,"June - August","June "," August","Wed: 2:00 PM-5:30 PM;"
1001378,"May - October","May ",October,"Thu: 9:00 AM-3:00 PM;"
1001133,"June - October","June ",October,"Fri: 7:00 AM-12:00 PM;"
1010577,"May - October","May ",October,"Sat: 7:00 AM-12:00 PM;"
1019156,"June - November","June ",November,"Sun: 7:30 AM-12:30 PM;"
1011031,"June - September","June "," September","Wed: 8:00 AM-2:00 PM;"
1004560,"May - October","May ",October,"Tue: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;"
1005990,"May - October","May ",October,"Sat: 8:30 AM-12:30 PM;"
1008701,"June - November","June ",November,"Fri: 5:00 PM-7:00 PM;"
1012522,"June - October","June ",October,"Thu: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;"
1006342,"May - ","May "," ","Wed: 4:00 PM-7:30 PM;Sat: 8:00 AM-1:00 PM;"
1008752,"January - November","January ",November,"Tue: 8:00 AM-12:00 PM;Fri: 8:00 AM-12:00 PM;"
1018214,"January - December","January "," December","Wed: 3:00 PM-6:00 PM;Sat: 7:00 AM-12:00 PM;"
1005242,"June - September","June "," September","Thu: 5:00 PM-7:00 PM;"
1003951,"May - December","May "," December","Mon: 7:00 AM-7:00 PM;Tue: 7:00 AM-7:00 PM;Wed: 7:00 AM-7:00 PM;Thu: 7:00 AM-7:00 PM;Fri: 7:00 AM-7:00 PM;Sat: 7:00 AM-7:00 PM;Sun: 7:00 AM-7:00 PM;"
1008499,"June - September","June "," September","Wed: 3:30 PM-6:30 PM;"
1018516,"June - October","June ",October,"Thu: 1:00 PM-5:00 PM;"
1003345,"May - October","May ",October,"Thu:3:00 PM - 7:00 PM;"
1012447,"May - November","May ",November,"Sat: 8:00 AM-12:00 PM;"
1012448,"May - September","May "," September","Wed: 3:00 PM-7:00 PM;"
1002193,"March - September","March "," September","Thu: 5:00 PM-8:00 PM;"
1002194,"January - December","January "," December","Sat: 8:00 AM-11:30 AM;"
1002195,"April - August","April "," August","Tue: 5:00 PM-8:00 PM;"
1018267,"January - December","January "," December","Sat: 8:00 AM-1:00 PM;"
1004969,"June - October","June ",October,"Tue: 4:00 PM-7:00 PM;"
1018504,"July - August","July "," August","Sun: 10:00 AM-1:00 PM;"
1000857,"May - October","May ",October,"Sat:8:00 AM - 12:00 PM;"
1001925,"June - October","June ",October,"Wed: 3:30 PM-6:30 PM;"
1018570,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1010394,"May - October","May ",October,"Wed: 3:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;"
1019155,"January - December","January "," December","Sat: 9:00 AM-1:00 PM;"
1001918,"July - September","July "," September","Thu: 7:00 AM-12:00 PM;"
1000713,"June - August","June "," August","Thu: 3:00 PM-6:00 PM;"
1019046,"June - September","June "," September","Sat: 9:00 AM-12:00 PM;"
1012000,"June - September","June "," September","Thu: 2:00 PM-7:00 PM;"
1005268,"January - December","January "," December","Tue: 10:00 AM-11:00 AM;"
1004574,"May - August","May "," August","Thu: 4:30 PM-6:00 PM;"
1009782,"January - December","January "," December","Sat: 9:00 AM-1:00 PM;"
1005263,"January - December","January "," December","Tue: 6:30 AM-7:30 AM;"
1005269,"January - December","January "," December","Sun: 11:30 AM-12:30 PM;"
1005264,"January - December","January "," December","Thu: 7:00 AM-8:00 AM;"
1007321,"January - December","January "," December","Sat: 7:00 AM-12:00 PM;"
1018246,"January - December","January "," December","Wed: 9:00 AM-3:00 PM;"
1004034,"January - December","January "," December","Sat: 7:30 AM-12:00 PM;"
1005266,"January - December","January "," December","Tue: 8:00 AM-9:00 AM;"
1018492,"May - October","May ",October,"Sat: 9:00 AM-1:00 PM;"
1007306,"November - November","November ",November,"Wed: 3:00 PM-5:00 PM;"
1019489,April,"April ",,"Wed: 2:00 PM-6:00 PM;"
1005716,"June - October","June ",October,"Sat: 9:00 AM-1:00 PM;"
1010927,"May - May","May "," May","Tue: 10:00 AM-2:00 PM;"
1006414,"June - October","June ",October,"Fri:1:00 PM - 5:30 PM;"
1002913,"June - December","June "," December","Sat: 1:00 PM-4:00 PM;"
1008825,"May - September","May "," September","Wed: 3:00 PM-7:00 PM;"
1011327,"January - December","January "," December","Sat: 8:30 AM-3:00 PM;Sun: 8:30 AM-3:00 PM;"
1000665,"May - November","May ",November,"Sat: 9:00 AM-1:00 PM;"
1006228,"May - September","May "," September","Thu: 3:00 PM-7:00 PM;"
1012293,"May - October","May ",October,"Tue: 7:00 AM-12:00 PM;Thu: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;"
1008609,"June - October","June ",October,"Thu: 7:00 AM-3:00 PM;Sun: 7:00 AM-3:00 PM;"
1011335,"May - September","May "," September","Wed: 3:30 PM-7:00 PM;"
1002775,"November - April","November "," April","Sat: 10:00 AM-1:00 PM;"
1010245,"May - October","May ",October,"Thu: 11:00 AM-1:00 PM;"
1002850,"May - October","May ",October,"Sat: 10:00 AM-2:00 PM;"
1005882,"January - January","January ",January,"Sun: 9:00 AM-2:00 PM;"
1000435,"May - September","May "," September","Sat: 7:30 AM-11:00 AM;"
1003769,"May - October","May ",October,"Fri: 4:00 PM-6:00 PM;"
1003768,"December - December","December "," December","Sat:10:00 AM - 2:00 PM;"
1012452,"June - September","June "," September","Fri: 1:30 PM-5:30 PM;"
1010157,"July - September","July "," September","Fri: 3:00 PM-7:00 PM;"
1012435,"June - November","June ",November,"Sat: 9:30 AM-2:00 PM;"
1001136,"May - October","May ",October,"Thu: 4:00 PM-6:00 PM;"
1018512,"July - September","July "," September","Wed: 10:00 AM-2:00 PM;"
1000455,"June - October","June ",October,"Sun: 8:30 AM-12:00 PM;"
1011968,"June - November","June ",November,"Sat: 10:00 AM-3:00 PM;"
1004285,"May - October","May ",October,"Sat:10:00 AM - 1:00 PM;"
1004256,"June - October","June ",October,"Tue:11:00 am - 5:00 pm;"
1008773,"November - February","November "," February","Sat: 9:00 AM-2:00 PM;"
1009716,"May - October","May ",October,"Tue: 3:30 PM-6:30 PM;"
1005047,"September - October","September ",October,"Thu: 3:30 PM-6:30 PM;"
1004038,"April - October","April ",October,"Sat: 8:00 AM-12:00 PM;"
1011365,"June - October","June ",October,"Tue: 3:00 PM-6:00 PM;"
1000214,"June - October","June ",October,"Wed:4:00 PM - 7:00 PM;"
1001950,"May - October","May ",October,"Fri:3:00 pm - 6:00 pm;"
1018775,"April - November","April ",November,"Sat: 8:00 AM-12:00 PM;"
1018776,"May - October","May ",October,"Wed: 8:00 AM-1:00 PM;"
1004679,"June - Sept","June "," September","Wed:3:00 PM - 7:00 PM;"
1018571,"June - October","June ",October,"Sat: 7:30 AM-12:00 PM;"
1016865,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1012184,"July - October","July ",October,"Thu: 11:30 AM-4:00 PM;"
1008753,"May - October","May ",October,"Tue: 3:00 PM-7:00 PM;"
1011027,"May - November","May ",November,"Sun: 9:00 AM-2:00 PM;"
1006513,"January - December","January "," December","Sun: 9:00 AM-2:00 PM;"
1012016,"July - October","July ",October,"Wed: 4:30 PM-7:00 PM;Sat: 8:00 AM-11:30 AM;"
1010583,"June - October","June ",October,"Wed: 3:00 PM-7:00 PM;"
1011982,"June - September","June "," September","Sat: 9:00 AM-1:00 PM;"
1017920,"May - October","May ",October,"Tue: 5:00 PM-7:00 PM;Sat: 8:30 AM-12:30 PM;"
1018230,"May - October","May ",October,"Thu: 5:00 AM-7:30 PM;"
1011802,"January - December","January "," December","Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;"
1002272,"June - September","June "," September","Wed:11:00 AM - 6:00 PM;"
1004702,"May - November","May ",November,"Sat: 8:00 AM-12:00 PM;"
1006055,"May - October","May ",October,"Thu:3:00 PM - 7:00 PM;"
1006056,"November - April","November "," April","Sat:10:00 AM - 2:00 PM;"
1010776,"January - January","January ",January,"Sun: 9:00 AM-1:00 PM;"
1001956,"June - October","June ",October,"Sat:9:00 AM - 12:00 PM;"
1018552,"June - August","June "," August","Thu: 1:00 PM-7:00 PM;"
1004434,"May - October","May ",October,"Thu: 3:00 PM-7:00 PM;"
1008332,"May - October","May ",October,"Wed: 6:00 AM-3:00 PM;"
1003646,"May - September","May "," September","Fri:3:30 PM - 6:30 PM;"
1002416,"May - November","May ",November,"Tue: 7:00 AM-12:00 PM;"
1009701,"August - October",August,October,"Thu: 3:00 PM-6:00 PM;"
1005795,"June - October","June ",October,"Sat:9:00 AM - 2:00 PM;"
1019394,"July - October","July ",October,"Sat: 9:00 AM-1:00 PM;"
1008823,"December - April","December "," April","Wed: 2:00 PM-6:00 PM;"
1018319,"July - August","July "," August","Thu: 5:00 PM-7:00 PM;"
1011963,"June - Sept. 8","June "," September","Thu: 3:00 PM-7:00 PM;"
1012614,"June - September","June "," September","Wed: 4:00 AM-7:00 AM;"
1003226,"May - October","May ",October,"Sat:8:00 AM - 12:00 PM;"
1009773,"November - April","November "," April","Sat: 9:00 AM-2:00 PM;"
1000524,"May - October","May ",October,"Thu: 3:30 PM-6:30 PM;"
1002438,"June - September","June "," September","Tue: 3:00 PM-6:00 PM;"
1004218,"April - October","April ",October,"Sat: 9:00 AM-1:00 PM;"
1011662,"January - April","January "," April","Sat: 10:00 AM-12:00 PM;"
1011229,"May - November","May ",November,"Sun: 9:00 AM-12:00 PM;"
1004499,"January - March","January "," March","Sat: 10:00 AM-2:00 PM;"
1010877,"May - October","May ",October,"Sat: 9:30 AM-1:30 PM;"
1011907,"April - October","April ",October,"Fri: 1:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;"
1019016,"May - October","May ",October,"Sat: 4:00 PM-6:00 PM;"
1000961,"May - ","May "," ","Mon: 8:00 AM-7:00 PM;Tue: 8:00 AM-7:00 PM;Wed: 8:00 AM-7:00 PM;Thu: 8:00 AM-7:00 PM;Fri: 8:00 AM-7:00 PM;Sat: 8:00 AM-5:00 PM;"
1003813,"June - October","June ",October,"Wed:9:30 am - 2:30 pm;"
1008206,"May - October","May ",October,"Wed: 3:00 PM-7:00 PM;"
1018153,"June - October","June ",October,"Wed: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;"
1008402,"May - August","May "," August","Sat: 9:00 AM-12:00 PM;"
1012485,"June - October","June ",October,"Wed: 10:00 AM-3:00 PM;"
1019124,"May - October","May ",October,"Wed: 10:00 AM-2:00 PM;"
1005729,"October - April","October "," April","Fri: 3:00 PM-6:30 PM;"
1009074,"June - October","June ",October,"Fri: 3:00 AM-6:00 PM;"
1009075,"June - October","June ",October,"Fri: 3:00 PM-6:00 PM;"
1019420,"June - September","June "," September","Thu: 4:00 PM-7:00 PM;"
1009835,"November - April","November "," April","Sat: 9:00 AM-12:00 PM;"
1000721,"April - November","April ",November,"Thu: 8:00 AM-1:00 PM;Sun: 8:00 AM-1:00 PM;"
1006385,"May - October","May ",October,"Sat: 8:00 AM-11:00 AM;"
1006093,"July - October","July ",October,"Thu: 3:30 PM-6:30 PM;"
1000384,"June - October","June ",October,"Sat: 8:30 AM-1:00 PM;"
1011884,"May - October","May ",October,"Wed: 3:30 PM-6:30 PM;"
1017983,"June - September","June "," September","Fri: 8:30 AM-11:30 AM;"
1006198,"July - October","July ",October,"Sat: 9:00 AM-2:00 PM;"
1000789,"July - October","July ",October,"Thu:3:00 PM - 6:00 PM;"
1000788,"July - October","July ",October,"Mon:3:00 PM - 6:00 PM;"
1012212,"August - September",August," September","Thu: 5:00 PM-7:30 PM;"
1005810,"May - October","May ",October,"Thu: 3:30 PM-6:30 PM;"
1012687,"January - December","January "," December","Mon: 3:00 PM-7:00 PM;"
1003220,"May - October","May ",October,"Thu:2 - 6;"
1019114,"May - October","May ",October,"Wed: 8:00 AM-12:00 PM;"
1017924,"June - October","June ",October,"Sat: 9:30 AM-1:30 PM;"
1008196,"June - October","June ",October,"Fri: 5:00 PM-7:00 PM;"
1002890,"January - December","January "," December","Sun: 9:00 AM-1:00 PM;"
1010268,"April - October","April ",October,"Sat: 9:00 AM-1:00 PM;"
1001482,"May - September","May "," September","Thu:12:00 PM - 6:00 PM;"
1003474,"May - December","May "," December","Wed: 3:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;"
1001145,"May - October","May ",October,"Sat:9:00 am - 1:00 pm;"
1006437,"June - October","June ",October,"Sat:9:00 AM - 1:00 PM;"
1002280,"January - December","January "," December","Mon: 8:00 AM-3:00 PM;Tue: 8:00 AM-3:00 PM;Wed: 8:00 AM-3:00 PM;Thu: 8:00 AM-3:00 PM;Fri: 8:00 AM-3:00 PM;"
1008910,"July - November","July ",November,"Wed: 8:00 AM-6:00 PM;"
1011598,"May - October","May ",October,"Tue: 12:00 PM-6:00 PM;Thu: 12:00 PM-6:00 PM;Sat: 1:00 PM-6:00 PM;"
1012261,"May - October","May ",October,"Wed: 4:00 PM-8:00 PM;"
1018336,"April - October","April ",October,"Wed: 3:00 PM-7:00 PM;"
1012384,"June - October","June ",October,"Fri: 3:00 PM-7:00 PM;"
1006062,"June - October","June ",October,"Sat: 8:00 AM-2:00 PM;"
1018010,"April - December","April "," December","Sat: 9:00 AM-1:00 PM;"
1009762,"June - October","June ",October,"Fri: 3:00 PM-7:00 PM;"
1000191,"June - October","June ",October,"Wed: 3:00 PM-6:00 PM;"
1011436,"June - September","June "," September","Tue: 3:00 PM-7:30 PM;"
1000255,"December - April","December "," April","Sat: 10:00 AM-12:00 PM;"
1008579,"January - December","January "," December","Thu: 3:00 PM-7:00 PM;"
1007322,"January - December","January "," December","Sat: 8:00 AM-1:00 PM;"
1010852,"July - October","July ",October,"Thu: 3:00 PM-6:00 PM;"
1003281,"June - October","June ",October,"Tue:3:00 PM - 6:00 PM;"
1005470,"May - November","May ",November,"Sun: 8:30 AM-1:00 PM;"
1019067,"January - December","January "," December","Tue: 3:00 PM-6:00 PM;"
1018207,"April - November","April ",November,"Sun: 9:30 AM-2:00 PM;"
1003855,"July - September","July "," September","Wed: 4:30 PM-6:00 PM;"
1005711,"May - November","May ",November,"Sat: 10:00 AM-1:00 PM;"
1011966,"May - September","May "," September","Thu: 3:00 PM-7:00 PM;"
1018650,"January - December","January "," December","Sun: 9:00 AM-2:00 PM;"
1011203,"May - October","May ",October,"Wed: 3:30 PM-7:00 PM;"
1001160,"June - August","June "," August","Wed: 5:00 PM-8:00 PM;"
1006541,"June - October","June ",October,"Wed: 3:00 PM-7:00 PM;"
1005316,"June - November","June ",November,"Tue: 1:00 PM-5:00 PM;"
1005875,"May - October","May ",October,"Tue: 4:00 PM-7:00 PM;Sat: 11:00 AM-2:00 PM;"
1019424,"May - November","May ",November,"Sat: 9:00 AM-2:00 PM;"
1003454,"June - October","June ",October,"Sat: 9:00 AM-1:00 PM;"
1010156,"January - December","January "," December","Wed: 7:30 AM-2:00 PM;Sat: 7:30 AM-2:00 PM;"
1003679,"May - August","May "," August","Thu: 4:00 PM-7:00 PM;"
1002177,"June - October","June ",October,"Sun: 9:00 AM-2:00 PM;"
1011677,"May - October","May ",October,"Wed: 3:00 PM-6:00 PM;Sat: 7:00 AM-12:00 PM;"
1001800,"May - September","May "," September","Thu: 4:30 PM-8:00 PM;"
1004171,"January - December","January "," December","Sun: 10:00 AM-2:00 PM;"
1007332,"May - October","May ",October,"Thu: 3:00 PM-7:00 PM;"
1016908,"June - December","June "," December","Thu: 3:00 PM-7:00 PM;"
1008225,"July - October","July ",October,"Thu: 3:00 PM-6:00 PM;"
1018654,"December - April","December "," April","Sat: 10:00 AM-1:00 PM;"
1018710,"June - September","June "," September","Thu: 12:00 PM-6:00 PM;"
1012204,"October - December","October "," December","Sun: 9:00 AM-1:00 PM;"
1010319,"January - December","January "," December","Thu: 3:00 PM-7:00 PM;"
1001673,"March - March","March "," March","Sun: 10:00 AM-3:00 PM;"
1019509,"June - September","June "," September","Wed: 9:00 AM-1:00 PM;"
1011237,"May - October","May ",October,"Thu: 2:00 PM-6:00 PM;"
1012378,"May - October","May ",October,"Thu: 2:00 PM-7:00 PM;"
1004375,"June - September","June "," September","Sat:8:30 AM - 12:00 PM;"
1003882,"April - March","April "," March","Sat: 8:00 AM-12:00 PM;"
1019444,"May - October","May ",October,"Sun: 9:00 AM-12:00 PM;"
1001143,"January - November","January ",November,"Sun: 10:00 AM-2:00 PM;"
1008201,"May - September","May "," September","Sat: 9:00 AM-2:00 PM;"
1000180,"June - August","June "," August","Fri:4:30 PM - 7:30 PM;"
1005274,"July - October","July ",October,"Sat:8:30 AM - 2:00 PM;"
1018841,"December - December","December "," December","Sat: 10:00 AM-3:00 PM;"
1004815,"June - October","June ",October,"Fri: 3:30 PM-6:30 PM;"
1012295,"May - October","May ",October,"Wed: 3:00 PM-7:00 PM;"
1005660,"May - November","May ",November,"Sat: 9:00 AM-1:00 PM;"
1008205,"May - October","May ",October,"Thu: 3:00 PM-7:00 PM;"
1002816,"May - October","May ",October,"Fri: 3:00 PM-6:00 PM;"
1000989,"May - October","May ",October,"Wed: 4:00 PM-7:00 PM;"
1005136,"June - August","June "," August","Thu: 5:00 PM-9:00 PM;"
1006243,"June - September","June "," September","Mon: 1:00 PM-5:00 PM;"
1001802,"November - April","November "," April","Sat: 9:00 AM-12:00 PM;"
1012130,"July - September","July "," September","Wed: 2:30 PM-6:30 PM;"
1007299,"December - April","December "," April","Sun: 9:00 AM-1:00 PM;"
1012550,"May - October","May ",October,"Tue: 4:00 PM-7:00 PM;"
1016898,"June - October","June ",October,"Wed: 10:00 AM-2:00 PM;"
1010315,"June - September","June "," September","Sun: 8:30 AM-1:00 PM;"
1016902,"April - October","April ",October,"Sat: 9:00 AM-1:00 PM;"
1001661,"April - November","April ",November,"Sat: 7:00 AM-1:00 PM;"
1004922,"June - October","June ",October,"Tue: 4:00 PM-7:30 PM;"
1004515,"July - ","July "," ","Thu: 11:00 AM-12:30 PM;"
1005280,"January - December","January "," December","Sat: 9:00 AM-1:00 PM;"
